OID_,ENTITY_ID,CLASS_CODE,SMRS,COUNTY,TOWNLAND,COUNTY_ID,ZONE_ID,ITM_E,ITM_N,LATITUDE,LONGITUDE,MONUMENT_T,FIRST_EDIT,LATEST_EDI,WEBSITE_LI,WEB_NOTES
1285,GA13174,HOWE,GA009D014004-,GALWAY,KNOCK (Inishbofin Par.),11,R150045,455157.000000000000000,765038.000000000000000,53.615117109000003,-10.189200999000001,Ritual site - holy well,'Toberflannan','Toberflannan', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA009D014004-,"In SW and SE corners of a rectangular graveyard (GA009D014002-) c. 40m SW of the church (GA009D014001-) and close by a stream. The SW well, correctly Tobar Flannáin (GA009D014004-), consists of a natural spring, dry at time of visit, with a rectangular"
1286,GA13175,HOWE,GA009D014005-,GALWAY,KNOCK (Inishbofin Par.),11,R150045,455207.000000000000000,765032.000000000000000,53.615077045000000,-10.188443102000001,Ritual site - holy well,'St. Colman's Well','St. Colman's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA009D014005-,"In SW and SE corners of a rectangular graveyard (GA009D014002-) c. 40m SW of the church (GA009D014001-) and close by a stream. The SW well, correctly Tobar Flannáin (GA009D014004-), consists of a natural spring, dry at time of visit, with a rectangular"
1287,GA13192,HOWE,GA009D034----,GALWAY,WESTQUARTER,11,R150043,452189.000000000000000,765037.000000000000000,53.614279510000003,-10.234022671000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA009D034----,"On N side of track to W of a house cluster and c. 150m SW of an early ecclesiastical enclosure (GA009D025002-). Known locally as Scáithín, probably from the saint's name, it consists of a small natural spring, now dry and stopped with turf, in a small"
1288,GA13435,HOWE,GA094-100055-,GALWAY,"TOWNPARKS (Galway By., St. Nicholas Par.)",11,R185026,529726.000000000000000,725009.000000000000000,53.270755416999997,-9.053529521000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA094-100055-,"With reference to the Red Earl’s Hall (GA094-100041-) Roderic O’Flaherty, writing in 1684, noted that ‘The ruines of the earle’s house called Clogh-an-hiarla, or the earl’s stone, are still extant in Galway nigh the key, where there is a well d"
1289,GA13664,HOWE,GA058-004007-,GALWAY,ABBEY (Tiaquin By.),11, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA058-004007-,"Associated with Knockmoy Abbey (GA058-004001-). Glynn (1904, 239), notes the presence of three wells in the vicinity of the abbey as follows: 'To the east of the abbey is ... Tubber Cathal [GA058-004007-]; to the north another called Tubber-na-Fion [GA05"
1290,GA13665,HOWE,GA058-004008-,GALWAY,ABBEY (Tiaquin By.),11, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA058-004008-,"Associated with Knockmoy Abbey (GA058-004001-). Glynn (1904, 239), notes the presence of three wells in the vicinity of the abbey as follows: 'To the east of the abbey is ... Tubber Cathal [GA058-004007-]; to the north another called Tubber-na-Fion [GA05"
1291,GA13666,HOWE,GA058-004009-,GALWAY,ABBEY (Tiaquin By.),11, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA058-004009-,"Associated with Knockmoy Abbey (GA058-004001-). Glynn (1904, 239), notes the presence of three wells in the vicinity of the abbey as follows: 'To the east of the abbey is ... Tubber Cathal [GA058-004007-]; to the north another called Tubber-na-Fion [GA05"
1292,KD00324,HOWE,KD013-009----,KILDARE,DOWNINGS NORTH,13,R148222,681052.000000000000000,727011.000000000000000,53.287206605000002,-6.784416332000000,Ritual site - holy well,'St. Farnan's Well','St. Farnan's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD013-009----,"The OSL (Herity 2002, 38) record, '… St Farannan's (sic) well, where stations were formerly performed on the 12th of June (some say July). Farannan is considered the Patron-Saint' . According to Jackson (1979-80, 148) various cures were said to have be"
1293,KD00233,HOWE,KD010-019----,KILDARE,NEWTOWNMACABE,13,R148320,692334.000000000000000,732005.000000000000000,53.330230249000003,-6.613811727000000,Ritual site - holy well,Not indicated,'Toberanthawn', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD010-019----,"At the NW-foot of an esker. Now a domestic water source, contained in a concrete pump-house. While the representation of the site on the latest ed. (1911) of the OS 6-inch map does suggest a holy well, the site is not named on the 1st ed. (1838) of the O"
1294,KD00237,HOWE,KD010-024----,KILDARE,ARDRASS UPPER,13,R148316,694272.000000000000000,731685.000000000000000,53.327013811999997,-6.584821785000000,Ritual site - holy well,Not indicated,'St. Patrick's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD010-024----,"Although not recorded on the 1st ed. (1838) of the OS 6-inch map the well is mentioned by name in the OSL (Herity 2002, 14), and in the 1870's, according to Shearman (1874-5, 306), was 'still frequented by pilgrims who hang up votive offerings of rags on"
1295,KD00254,HOWE,KD011-003----,KILDARE,NEWTOWN (Leixlip ED),13,R149646,701105.000000000000000,736726.000000000000000,53.371040528999998,-6.480675677000000,Ritual site - holy well,'St Columb's Well','St. Columbs Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD011-003----,"According to Jackson (1979-80, 160) the well was situated 'in a big field called the ""Sileacain""', (a rill) and was visited during the month of August for a cure for sore eyes and faces, but was subsequently flooded and was no longer visited. It lay near"
1296,KD00263,HOWE,KD011-007----,KILDARE,LEIXLIP,13,R148415,699387.000000000000000,736650.000000000000000,53.370683489999998,-6.506506581000000,Ritual site - holy well,'Spa Well','Spa Well (Chalybeate)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD011-007----,"At the N foot of a short, moderately steep slope on the W bank of the Royal Canal. According to Jackson (1979-80, 160) the well is not associated with any specific saint but is believed locally to be near the site of a monastery. It is associated with a"
1297,KD00308,HOWE,KD012-006008-,KILDARE,LULLYMORE EAST,13, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD012-006008-,"O'Leary (1906-08, 199) quotes Comerford who wrote, 'A Holy Well is stated to have been here (at the early ecclesiastical site (KD012-006----)) formerly, but it is no longer to be seen.  Compiled by: Gearóid Conroy  Date of upload: 10 June 2011"
1298,KD00366,HOWE,KD014-022004-,KILDARE,WHITECHURCH,13,R148232,693044.000000000000000,727297.000000000000000,53.287807819000001,-6.604536320000000,Ritual site - holy well,'Lady Well',Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD014-022004-,"In a possible ecclesiastical enclosure (KD014-022002-), immediately outside, to NW, of a church (KD014-022001-) and graveyard (KD014-022005-). According to the OSL (Herity 2002, 46 (142)), 'About 50 perches (c.250m) from the old Church (KD014-022001-) to"
1299,KD00443,HOWE,KD017-012----,KILDARE,RATHANGAN DEMESNE,13,R148061,668396.000000000000000,719550.000000000000000,53.221948204999997,-6.975792029000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD017-012----,"Fitzgerald (1907, 160) identifies an area as 'St. Brigid's well field', but gives no precise location for the well within the field. Jackson (1979-80, 157) quotes a local tradition which describes 'St. Brigid's Well' as being surrounded by a paling, with"
1300,KD00497,HOWE,KD018-015----,KILDARE,CARRICK (Rathernan ED),13,R148083,675379.000000000000000,719923.000000000000000,53.224355404999997,-6.871156917000000,Ritual site - holy well,'Coleman's Well',Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD018-015----,"According to the OSL (Herity 2002, 101 (42)), 'there is a holy well called after St. Coleman which is visited by Pilgrims on St. Peter's day [June 29th]. Over it grow several old trees and bushes …'. Dowling (1935-45), says a pattern was held there ann"
1301,KD00549,HOWE,KD019-020----,KILDARE,OLDTOWN DEMESNE,13,R148091,689405.000000000000000,720222.000000000000000,53.224867738000000,-6.661083713000000,Ritual site - holy well,'St. Patrick's Well','St. Patrick's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD019-020----,"In a small area of enclosed woodland bordering the W side of the Naas-Sallins road. According to Jackson (1979-80, 153), a pattern formerly took place here on March 17th, but the custom has ceased in recent years. The water was said to cure sore eyes. Br"
1302,KD00563,HOWE,KD019-031----,KILDARE,NAAS EAST,13,R148053,689759.000000000000000,719316.000000000000000,53.216667989999998,-6.656038735000000,Ritual site - holy well,'Sunday  Well','Sunday's Well (Covered)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD019-031----,"According to the OSL (Herity 2002, 56 (164)), ' … 'Sunday Well' … was formerly frequented and … a patron was held at certain periods.' In 1972, the well, in level, poorly drained pasture, was found to be covered with a concrete cap housing an iron"
1303,KD00658,HOWE,KD022-015----,KILDARE,TOBERCOCKA,13,R147843,666369.000000000000000,712607.000000000000000,53.159816669000001,-7.007582361000000,Ritual site - holy well,Not indicated,'Toberchocha', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD022-015----,"Now a fenced off oval pond (diams. 4m N-S; 2m E-W; D 0.8m) in a roadside garden, with some stone lining visible at the S-end. Shares the townland's name, and, according to Fitzgerald, (1919, 258), ‘Though not now resorted to for cures, this is a Blesse"
1304,KD00597,HOWE,KD020-004----,KILDARE,HARTWELL LOWER,13,R148130,695071.000000000000000,721858.000000000000000,53.238582862999998,-6.575770563000000,Ritual site - holy well,Not indicated,'St. Bridget's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD020-004----,"Fitzgerald (1915-7, 494) described, 'St. Bridget's Well on Mr. Lyon's farm (as) … now sadly neglected; it is unenclosed, and trodden around by cattle. Though a strong flow of water boils up in it, yet from its position by the side of a gripe, it would"
1305,KD00701,HOWE,KD022-033----,KILDARE,TULLY EAST,13,R147783,673677.000000000000000,711435.000000000000000,53.148325094000000,-6.898596190000000,Ritual site - holy well, ,St. John's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD022-033----,"According to Fitzgerald (1903, 130-1), the well dried up after the Kildare water works were established nearby to the NW; at which time a whitethorn bush and large stone marked the site.  Compiled by: Gearóid Conroy  Date of upload: 22-12-2011"
1306,KD00703,HOWE,KD022-035----,KILDARE,TULLY EAST,13,R147766,673435.000000000000000,710942.000000000000000,53.143928602000003,-6.902326110000000,Ritual site - holy well,'St Bridget's Well','St Bridget's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD022-035----,Situated 145m SSW of Tully House and 150m SSE of Tully graveyard (KD022-034001-) containing the Preceptory of the Knights Hospitallers (KD022-034----).  In 1837 Thomas O'Conor of the Ordnance Survey recorded that 'St Brigid's Well lies in the west of the
1307,KD00755,HOWE,KD023-017----,KILDARE,GREATCONNELL,13,R147925,682502.000000000000000,714323.000000000000000,53.172981190000002,-6.765958066000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD023-017----,"On Baroda Stud Farm, c. 450m ENE of Connellmore House. Although not shown on either the 1st ed. (1838) or latest ed. (1939) of the OS 6-inch map, the OS Letters (Herity 2002, 73 (214)) record that it was named after St. Augustine, while the monument is n"
1308,KD00821,HOWE,KD024-004----,KILDARE,KILLASHEE (Killashee ED),13,R147992,689109.000000000000000,716237.000000000000000,53.189113415000001,-6.666627301000000,Ritual site - holy well,Not indicated,'St Patrick's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD024-004----,"In level pasture near the W foot of a low spur. A possible Early Ecclesiastical site (KD024-003005-) lies c. 350m to the W. According to Jackson (1979-80, 155), a Pattern is held here on March 17th and the water is believed to cure pains and sore eyes. A"
1309,KD00840,HOWE,KD024-021----,KILDARE,COMMONS (Newtown ED),13,R147924,693594.000000000000000,714306.000000000000000,53.170994542000003,-6.600102976000000,Ritual site - holy well,'Toberkevin','Toberkevin', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD024-021----,"In a slight hollow in a N-facing pasture slope, some 150m ESE of Tipperkevin Church (KD024-020----) and graveyard (KD024-020001-). According to Jackson (1979-80, 155), while there was no formal pattern at the well, miraculous cures were reputed to have b"
1310,KD00858,HOWE,KD024-035----,KILDARE,NEWTOWN GREAT,13,R147968,694154.000000000000000,715336.000000000000000,53.180149833999998,-6.591426614000000,Ritual site - holy well,'Brides Well','Brides Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD024-035----,"At the N-foot of an E-W esker. In 1837, according to the OSL (Herity 2002, 56 [165]), the well, ‘… was formerly frequented as a holy well.’ A natural spring (D 0.2m) is enclosed by a D-shaped mortared stone wall (int. diam. 1.3m E-W) with a straigh"
1311,KD00909,HOWE,KD025-013----,KILDARE,ATHGARRETT,13,R147984,695154.000000000000000,716092.000000000000000,53.186764248000003,-6.576246365000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD025-013----,"Although not recorded as such on the OS mapping, according to local information, this is a holy well known as 'St Patricks Well'.  Compiled by: Gearóid Conroy  Date of upload: 24 July 2012"
1312,KD00920,HOWE,KD026-011----,KILDARE,RIVERSTOWN,13,R147611,663512.000000000000000,706075.000000000000000,53.101468245000000,-7.051589964000000,Ritual site - holy well,'St. Bridget's Well','St. Bridget's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD026-011----,"In a farmyard c. 85m N of Riverstown House. A large, heavily overgrown circular area (diam. 10m) is enclosed by a stone wall. Jackson (1979-80, 158) recorded that, ‘There are six upright stone posts in the centre of the well on which is placed a wooden"
1313,KD00922,HOWE,KD026-013----,KILDARE,MOOREABBEY DEMESNE,13,R147700,662729.000000000000000,709386.000000000000000,53.131313704000000,-7.062633647000000,Ritual site - holy well,Indicated,'Lord Henry's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KD026-013----,"At the W-foot of a moderately steep pasture slope, some 35m E of a small SW-flowing stream which feeds the River Barrow to the W. According to O’Donovan writing in the OSL in 1837 (Herity 2002, 127 [114]), ‘The well near the site of the Monastery [KD"
